Sample in Buffer,Sample in Window,TRIGGER,system_i/system_ila_0/inst/probe0_1[3:0],system_i/system_ila_0/inst/probe1_1[3:0],system_i/system_ila_0/inst/probe2_1[3:0],system_i/system_ila_0/inst/probe3_1,system_i/system_ila_0/inst/probe4_1
2421,117,0,1,1,1,1,1
2422,118,0,1,1,1,1,1
2423,119,0,1,1,1,1,1
2424,120,0,1,1,1,1,1
2425,121,0,1,1,1,1,1
2426,122,0,1,1,1,1,1
2427,123,0,1,1,1,1,1
2428,124,0,1,1,1,1,1
2429,125,0,1,1,1,1,1
2430,126,0,1,1,1,1,1
2431,127,0,1,1,1,1,1
2432,0,0,1,1,1,1,1
2433,1,0,1,1,1,1,1
2434,2,0,1,1,1,1,1
2435,3,0,1,1,1,1,1
2436,4,0,1,1,1,1,1
2437,5,0,1,1,1,1,1
2438,6,0,1,1,1,1,1
2439,7,0,1,1,1,1,1
2440,8,0,1,1,1,1,1
2441,9,0,1,1,1,1,1
2442,10,0,1,1,1,1,1
2443,11,0,1,1,1,1,1
2444,12,0,1,1,1,1,1
2445,13,0,1,1,1,1,1
2446,14,0,1,1,1,1,1
2447,15,0,1,1,1,1,1
2448,16,0,1,1,1,1,1
2449,17,0,1,1,1,1,1
2450,18,0,1,1,1,1,1
2451,19,0,1,1,1,1,1
2452,20,0,1,1,1,1,1
2453,21,0,1,1,1,1,1
2454,22,0,1,1,1,1,1
2455,23,0,1,1,1,1,1
2456,24,0,1,1,1,1,1
2457,25,0,1,1,1,1,1
2458,26,0,1,1,1,1,1
2459,27,0,1,1,1,1,1
2460,28,0,1,1,1,1,1
2461,29,0,1,1,1,1,1
2462,30,0,1,1,1,1,1
2463,31,0,1,1,1,1,1
2464,32,0,1,1,1,1,1
2465,33,0,1,1,1,1,1
2466,34,0,1,1,1,1,1
2467,35,0,1,1,1,1,1
2468,36,0,1,1,1,1,1
2469,37,0,1,1,1,1,1
2470,38,0,1,1,1,1,1
2471,39,0,1,1,1,1,1
2472,40,0,1,1,1,1,1
2473,41,0,1,1,1,1,1
2474,42,0,1,1,1,1,1
2475,43,0,1,1,1,1,1
2476,44,0,1,1,1,1,1
2477,45,0,1,1,1,1,1
2478,46,0,1,1,1,1,1
2479,47,0,1,1,1,1,1
2480,48,0,1,1,1,1,1
2481,49,0,1,1,1,1,1
2482,50,0,1,1,1,1,1
2483,51,0,1,1,1,1,1
2484,52,0,1,1,1,1,1
2485,53,0,1,1,1,1,1
2486,54,0,1,1,1,1,1
2487,55,0,1,1,1,1,1
2488,56,0,1,1,1,1,1
2489,57,0,1,1,1,1,1
2490,58,0,1,1,1,1,1
2491,59,0,1,1,1,1,1
2492,60,0,1,1,1,1,1
2493,61,0,1,1,1,1,1
2494,62,0,1,1,1,1,1
2495,63,0,1,1,1,1,1
2496,64,0,1,1,1,1,1
2497,65,0,1,1,1,1,1
2498,66,0,1,1,1,1,1
2499,67,0,1,1,1,1,1
2500,68,0,1,1,1,1,1
2501,69,0,1,1,1,1,1
2502,70,0,1,1,1,1,1
2503,71,0,1,1,1,1,1
2504,72,0,1,1,1,1,1
2505,73,0,1,1,1,1,1
2506,74,0,1,1,1,1,1
2507,75,0,1,1,1,1,1
2508,76,0,1,1,1,1,1
2509,77,0,1,1,1,1,1
2510,78,0,1,1,1,1,1
2511,79,0,1,1,1,1,1
2512,80,0,1,1,1,1,1
2513,81,0,1,1,1,1,1
2514,82,0,1,1,1,1,1
2515,83,0,1,1,1,1,1
2516,84,0,1,1,1,1,1
2517,85,0,1,1,1,1,1
2518,86,0,1,1,1,1,1
2519,87,0,1,1,1,1,1
2520,88,0,1,1,1,1,1
2521,89,0,1,1,1,1,1
2522,90,0,1,1,1,1,1
2523,91,0,1,1,1,1,1
2524,92,0,1,1,1,1,1
2525,93,0,1,1,1,1,1
2526,94,0,1,1,1,1,1
2527,95,0,1,1,1,1,1
2528,96,0,1,1,1,1,1
2529,97,0,1,1,1,1,1
2530,98,0,1,1,1,1,1
2531,99,0,1,1,1,1,1
2532,100,1,1,1,1,1,1
2533,101,0,1,1,1,1,1
2534,102,0,1,1,1,1,1
2535,103,0,1,1,1,1,1
2536,104,0,1,1,1,1,1
2537,105,0,1,1,1,1,1
2538,106,0,1,1,1,1,1
2539,107,0,1,1,1,1,1
2540,108,0,1,1,1,1,1
2541,109,0,1,1,1,1,1
2542,110,0,1,1,1,1,1
2543,111,0,1,1,1,1,1
2544,112,0,1,1,1,1,1
2545,113,0,1,1,1,1,1
2546,114,0,1,1,1,1,1
2547,115,0,1,1,1,1,1
2548,116,0,1,1,1,1,1
2549,117,0,1,1,1,1,1
2550,118,0,1,1,1,1,1
2551,119,0,1,1,1,1,1
2552,120,0,1,1,1,1,1
2553,121,0,1,1,1,1,1
2554,122,0,1,1,1,1,1
2555,123,0,1,1,1,1,1
2556,124,0,1,1,1,1,1
2557,125,0,1,1,1,1,1
2558,126,0,1,1,1,1,1
2559,127,0,1,1,1,1,1
2560,0,0,1,1,1,1,1
2561,1,0,1,1,1,1,1
2562,2,0,1,1,1,1,1
2563,3,0,1,1,1,1,1
2564,4,0,1,1,1,1,1
2565,5,0,1,1,1,1,1
2566,6,0,1,1,1,1,1
2567,7,0,1,1,1,1,1
2568,8,0,1,1,1,1,1
2569,9,0,1,1,1,1,1
2570,10,0,1,1,1,1,1
2571,11,0,1,1,1,1,1
2572,12,0,1,1,1,1,1
2573,13,0,1,1,1,1,1
2574,14,0,1,1,1,1,1
2575,15,0,1,1,1,1,1
2576,16,0,1,1,1,1,1
2577,17,0,1,1,1,1,1
2578,18,0,1,1,1,1,1
2579,19,0,1,1,1,1,1
2580,20,0,1,1,1,1,1
2581,21,0,1,1,1,1,1
2582,22,0,1,1,1,1,1
2583,23,0,1,1,1,1,1
2584,24,0,1,1,1,1,1
2585,25,0,1,1,1,1,1
2586,26,0,1,1,1,1,1
2587,27,0,1,1,1,1,1
2588,28,0,1,1,1,1,1
2589,29,0,1,1,1,1,1
2590,30,0,1,1,1,1,1
2591,31,0,1,1,1,1,1
2592,32,0,1,1,1,1,1
2593,33,0,1,1,1,1,1
2594,34,0,1,1,1,1,1
2595,35,0,1,1,1,1,1
2596,36,0,1,1,1,1,1
2597,37,0,1,1,1,1,1
2598,38,0,1,1,1,1,1
2599,39,0,1,1,1,1,1
2600,40,0,1,1,1,1,1
2601,41,0,1,1,1,1,1
2602,42,0,1,1,1,1,1
2603,43,0,1,1,1,1,1
2604,44,0,1,1,1,1,1
2605,45,0,1,1,1,1,1
2606,46,0,1,1,1,1,1
2607,47,0,1,1,1,1,1
2608,48,0,1,1,1,1,1
2609,49,0,1,1,1,1,1
2610,50,0,1,1,1,1,1
2611,51,0,1,1,1,1,1
2612,52,0,1,1,1,1,1
2613,53,0,1,1,1,1,1
2614,54,0,1,1,1,1,1
2615,55,0,1,1,1,1,1
2616,56,0,1,1,1,1,1
2617,57,0,1,1,1,1,1
2618,58,0,1,1,1,1,1
2619,59,0,1,1,1,1,1
2620,60,0,1,1,1,1,1
2621,61,0,1,1,1,1,1
2622,62,0,1,1,1,1,1
2623,63,0,1,1,1,1,1
2624,64,0,1,1,1,1,1
2625,65,0,1,1,1,1,1
2626,66,0,1,1,1,1,1
2627,67,0,1,1,1,1,1
2628,68,0,1,1,1,1,1
2629,69,0,1,1,1,1,1
2630,70,0,1,1,1,1,1
2631,71,0,1,1,1,1,1
2632,72,0,1,1,1,1,1
2633,73,0,1,1,1,1,1
2634,74,0,1,1,1,1,1
2635,75,0,1,1,1,1,1
2636,76,0,1,1,1,1,1
2637,77,0,1,1,1,1,1
2638,78,0,1,1,1,1,1
2639,79,0,1,1,1,1,1
2640,80,0,1,1,1,1,1
2641,81,0,1,1,1,1,1
2642,82,0,1,1,1,1,1
2643,83,0,1,1,1,1,1
2644,84,0,1,1,1,1,1
2645,85,0,1,1,1,1,1
2646,86,0,1,1,1,1,1
2647,87,0,1,1,1,1,1
2648,88,0,1,1,1,1,1
2649,89,0,1,1,1,1,1
2650,90,0,1,1,1,1,1
2651,91,0,1,1,1,1,1
2652,92,0,1,1,1,1,1
2653,93,0,1,1,1,1,1
2654,94,0,1,1,1,1,1
2655,95,0,1,1,1,1,1
2656,96,0,1,1,1,1,1
2657,97,0,1,1,1,1,1
2658,98,0,1,1,1,1,1
2659,99,0,1,1,1,1,1
2660,100,1,1,1,1,1,1
2661,101,0,1,1,1,1,1
2662,102,0,1,1,1,1,1
2663,103,0,1,1,1,1,1
2664,104,0,1,1,1,1,1
2665,105,0,1,1,1,1,1
2666,106,0,1,1,1,1,1
2667,107,0,1,1,1,1,1
2668,108,0,1,1,1,1,1
2669,109,0,1,1,1,1,1
2670,110,0,1,1,1,1,1
2671,111,0,1,1,1,1,1
2672,112,0,1,1,1,1,1
2673,113,0,1,1,1,1,1
2674,114,0,1,1,1,1,1
2675,115,0,1,1,1,1,1
2676,116,0,1,1,1,1,1
2677,117,0,1,1,1,1,1
2678,118,0,1,1,1,1,1
2679,119,0,1,1,1,1,1
2680,120,0,1,1,1,1,1
2681,121,0,1,1,1,1,1
2682,122,0,1,1,1,1,1
2683,123,0,1,1,1,1,1
2684,124,0,1,1,1,1,1
2685,125,0,1,1,1,1,1
2686,126,0,1,1,1,1,1
2687,127,0,1,1,1,1,1
2688,0,0,1,1,1,1,1
2689,1,0,1,1,1,1,1
2690,2,0,1,1,1,1,1
2691,3,0,1,1,1,1,1
2692,4,0,1,1,1,1,1
2693,5,0,1,1,1,1,1
2694,6,0,1,1,1,1,1
2695,7,0,1,1,1,1,1
2696,8,0,1,1,1,1,1
2697,9,0,1,1,1,1,1
2698,10,0,1,1,1,1,1
2699,11,0,1,1,1,1,1
2700,12,0,1,1,1,1,1
2701,13,0,1,1,1,1,1
2702,14,0,1,1,1,1,1
2703,15,0,1,1,1,1,1
2704,16,0,1,1,1,1,1
2705,17,0,1,1,1,1,1
2706,18,0,1,1,1,1,1
2707,19,0,1,1,1,1,1
2708,20,0,1,1,1,1,1
2709,21,0,1,1,1,1,1
2710,22,0,1,1,1,1,1
2711,23,0,1,1,1,1,1
2712,24,0,1,1,1,1,1
2713,25,0,1,1,1,1,1
2714,26,0,1,1,1,1,1
2715,27,0,1,1,1,1,1
2716,28,0,1,1,1,1,1
2717,29,0,1,1,1,1,1
2718,30,0,1,1,1,1,1
2719,31,0,1,1,1,1,1
2720,32,0,1,1,1,1,1
2721,33,0,1,1,1,1,1
2722,34,0,1,1,1,1,1
2723,35,0,1,1,1,1,1
2724,36,0,1,1,1,1,1
2725,37,0,1,1,1,1,1
2726,38,0,1,1,1,1,1
2727,39,0,1,1,1,1,1
2728,40,0,1,1,1,1,1
2729,41,0,1,1,1,1,1
2730,42,0,1,1,1,1,1
2731,43,0,1,1,1,1,1
2732,44,0,1,1,1,1,1
2733,45,0,1,1,1,1,1
2734,46,0,1,1,1,1,1
2735,47,0,1,1,1,1,1
2736,48,0,1,1,1,1,1
2737,49,0,1,1,1,1,1
2738,50,0,1,1,1,1,1
2739,51,0,1,1,1,1,1
2740,52,0,1,1,1,1,1
2741,53,0,1,1,1,1,1
2742,54,0,1,1,1,1,1
2743,55,0,1,1,1,1,1
2744,56,0,1,1,1,1,1
2745,57,0,1,1,1,1,1
2746,58,0,1,1,1,1,1
2747,59,0,1,1,1,1,1
2748,60,0,1,1,1,1,1
2749,61,0,1,1,1,1,1
2750,62,0,1,1,1,1,1
2751,63,0,1,1,1,1,1
2752,64,0,1,1,1,1,1
2753,65,0,1,1,1,1,1
2754,66,0,1,1,1,1,1
2755,67,0,1,1,1,1,1
2756,68,0,1,1,1,1,1
2757,69,0,1,1,1,1,1
2758,70,0,1,1,1,1,1
2759,71,0,1,1,1,1,1
2760,72,0,1,1,1,1,1
2761,73,0,1,1,1,1,1
2762,74,0,1,1,1,1,1
2763,75,0,1,1,1,1,1
2764,76,0,1,1,1,1,1
2765,77,0,1,1,1,1,1
2766,78,0,1,1,1,1,1
2767,79,0,1,1,1,1,1
2768,80,0,1,1,1,1,1
2769,81,0,1,1,1,1,1
2770,82,0,1,1,1,1,1
2771,83,0,1,1,1,1,1
2772,84,0,1,1,1,1,1
2773,85,0,1,1,1,1,1
2774,86,0,1,1,1,1,1
2775,87,0,1,1,1,1,1
2776,88,0,1,1,1,1,1
2777,89,0,1,1,1,1,1
2778,90,0,1,1,1,1,1
2779,91,0,1,1,1,1,1
2780,92,0,1,1,1,1,1
2781,93,0,1,1,1,1,1
2782,94,0,1,1,1,1,1
2783,95,0,1,1,1,1,1
2784,96,0,1,1,1,1,1
2785,97,0,1,1,1,1,1
2786,98,0,1,1,1,1,1
2787,99,0,1,1,1,1,1
2788,100,1,1,1,1,1,1
2789,101,0,1,1,1,1,1
2790,102,0,1,1,1,1,1
2791,103,0,1,1,1,1,1
2792,104,0,1,1,1,1,1
2793,105,0,1,1,1,1,1
2794,106,0,1,1,1,1,1
2795,107,0,1,1,1,1,1
2796,108,0,1,1,1,1,1
2797,109,0,1,1,1,1,1
2798,110,0,1,1,1,1,1
2799,111,0,1,1,1,1,1
2800,112,0,1,1,1,1,1
2801,113,0,1,1,1,1,1
2802,114,0,1,1,1,1,1
2803,115,0,1,1,1,1,1
2804,116,0,1,1,1,1,1
2805,117,0,1,1,1,1,1
2806,118,0,1,1,1,1,1
2807,119,0,1,1,1,1,1
2808,120,0,1,1,1,1,1
2809,121,0,1,1,1,1,1
2810,122,0,1,1,1,1,1
2811,123,0,1,1,1,1,1
2812,124,0,1,1,1,1,1
2813,125,0,1,1,1,1,1
2814,126,0,1,1,1,1,1
2815,127,0,1,1,1,1,1
2816,0,0,1,1,1,1,1
2817,1,0,1,1,1,1,1
2818,2,0,1,1,1,1,1
2819,3,0,1,1,1,1,1
2820,4,0,1,1,1,1,1
2821,5,0,1,1,1,1,1
2822,6,0,1,1,1,1,1
2823,7,0,1,1,1,1,1
2824,8,0,1,1,1,1,1
2825,9,0,1,1,1,1,1
2826,10,0,1,1,1,1,1
2827,11,0,1,1,1,1,1
2828,12,0,1,1,1,1,1
2829,13,0,1,1,1,1,1
2830,14,0,1,1,1,1,1
2831,15,0,1,1,1,1,1
2832,16,0,1,1,1,1,1
2833,17,0,1,1,1,1,1
2834,18,0,1,1,1,1,1
2835,19,0,1,1,1,1,1
2836,20,0,1,1,1,1,1
2837,21,0,1,1,1,1,1
2838,22,0,1,1,1,1,1
2839,23,0,1,1,1,1,1
2840,24,0,1,1,1,1,1
2841,25,0,1,1,1,1,1
2842,26,0,1,1,1,1,1
2843,27,0,1,1,1,1,1
2844,28,0,1,1,1,1,1
2845,29,0,1,1,1,1,1
2846,30,0,1,1,1,1,1
2847,31,0,1,1,1,1,1
2848,32,0,1,1,1,1,1
2849,33,0,1,1,1,1,1
2850,34,0,1,1,1,1,1
2851,35,0,1,1,1,1,1
2852,36,0,1,1,1,1,1
2853,37,0,1,1,1,1,1
2854,38,0,1,1,1,1,1
2855,39,0,1,1,1,1,1
2856,40,0,1,1,1,1,1
2857,41,0,1,1,1,1,1
2858,42,0,1,1,1,1,1
2859,43,0,1,1,1,1,1
2860,44,0,1,1,1,1,1
2861,45,0,1,1,1,1,1
2862,46,0,1,1,1,1,1
2863,47,0,1,1,1,1,1
2864,48,0,1,1,1,1,1
2865,49,0,1,1,1,1,1
2866,50,0,1,1,1,1,1
2867,51,0,1,1,1,1,1
2868,52,0,1,1,1,1,1
2869,53,0,1,1,1,1,1
2870,54,0,1,1,1,1,1
2871,55,0,1,1,1,1,1
2872,56,0,1,1,1,1,1
2873,57,0,1,1,1,1,1
2874,58,0,1,1,1,1,1
2875,59,0,1,1,1,1,1
2876,60,0,1,1,1,1,1
2877,61,0,1,1,1,1,1
2878,62,0,1,1,1,1,1
2879,63,0,1,1,1,1,1
2880,64,0,1,1,1,1,1
2881,65,0,1,1,1,1,1
2882,66,0,1,1,1,1,1
2883,67,0,1,1,1,1,1
2884,68,0,1,1,1,1,1
2885,69,0,1,1,1,1,1
2886,70,0,1,1,1,1,1
2887,71,0,1,1,1,1,1
2888,72,0,1,1,1,1,1
2889,73,0,1,1,1,1,1
2890,74,0,1,1,1,1,1
2891,75,0,1,1,1,1,1
2892,76,0,1,1,1,1,1
2893,77,0,1,1,1,1,1
2894,78,0,1,1,1,1,1
2895,79,0,1,1,1,1,1
2896,80,0,1,1,1,1,1
2897,81,0,1,1,1,1,1
2898,82,0,1,1,1,1,1
2899,83,0,1,1,1,1,1
2900,84,0,1,1,1,1,1
2901,85,0,1,1,1,1,1
2902,86,0,1,1,1,1,1
2903,87,0,1,1,1,1,1
2904,88,0,1,1,1,1,1
2905,89,0,1,1,1,1,1
2906,90,0,1,1,1,1,1
2907,91,0,1,1,1,1,1
2908,92,0,1,1,1,1,1
2909,93,0,1,1,1,1,1
2910,94,0,1,1,1,1,1
2911,95,0,1,1,1,1,1
2912,96,0,1,1,1,1,1
2913,97,0,1,1,1,1,1
2914,98,0,1,1,1,1,1
2915,99,0,1,1,1,1,1
2916,100,1,1,1,1,1,1
2917,101,0,1,1,1,1,1
2918,102,0,1,1,1,1,1
2919,103,0,1,1,1,1,1
2920,104,0,1,1,1,1,1
2921,105,0,1,1,1,1,1
2922,106,0,1,1,1,1,1
2923,107,0,1,1,1,1,1
2924,108,0,1,1,1,1,1
2925,109,0,1,1,1,1,1
2926,110,0,1,1,1,1,1
2927,111,0,1,1,1,1,1
2928,112,0,1,1,1,1,1
2929,113,0,1,1,1,1,1
2930,114,0,1,1,1,1,1
2931,115,0,1,1,1,1,1
2932,116,0,1,1,1,1,1
2933,117,0,1,1,1,1,1
2934,118,0,1,1,1,1,1
2935,119,0,1,1,1,1,1
2936,120,0,1,1,1,1,1
2937,121,0,1,1,1,1,1
2938,122,0,1,1,1,1,1
2939,123,0,1,1,1,1,1
2940,124,0,1,1,1,1,1
2941,125,0,1,1,1,1,1
2942,126,0,1,1,1,1,1
2943,127,0,1,1,1,1,1
2944,0,0,1,1,1,1,1
2945,1,0,1,1,1,1,1
2946,2,0,1,1,1,1,1
2947,3,0,1,1,1,1,1
2948,4,0,1,1,1,1,1
2949,5,0,1,1,1,1,1
2950,6,0,1,1,1,1,1
2951,7,0,1,1,1,1,1
2952,8,0,1,1,1,1,1
2953,9,0,1,1,1,1,1
2954,10,0,1,1,1,1,1
2955,11,0,1,1,1,1,1
2956,12,0,1,1,1,1,1
2957,13,0,1,1,1,1,1
2958,14,0,1,1,1,1,1
2959,15,0,1,1,1,1,1
2960,16,0,1,1,1,1,1
2961,17,0,1,1,1,1,1
2962,18,0,1,1,1,1,1
2963,19,0,1,1,1,1,1
2964,20,0,1,1,1,1,1
2965,21,0,1,1,1,1,1
2966,22,0,1,1,1,1,1
2967,23,0,1,1,1,1,1
2968,24,0,1,1,1,1,1
2969,25,0,1,1,1,1,1
2970,26,0,1,1,1,1,1
2971,27,0,1,1,1,1,1
2972,28,0,1,1,1,1,1
2973,29,0,1,1,1,1,1
2974,30,0,1,1,1,1,1
2975,31,0,1,1,1,1,1
2976,32,0,1,1,1,1,1
2977,33,0,1,1,1,1,1
2978,34,0,1,1,1,1,1
2979,35,0,1,1,1,1,1
2980,36,0,1,1,1,1,1
2981,37,0,1,1,1,1,1
2982,38,0,1,1,1,1,1
2983,39,0,1,1,1,1,1
2984,40,0,1,1,1,1,1
2985,41,0,1,1,1,1,1
2986,42,0,1,1,1,1,1
2987,43,0,1,1,1,1,1
2988,44,0,1,1,1,1,1
2989,45,0,1,1,1,1,1
2990,46,0,1,1,1,1,1
2991,47,0,1,1,1,1,1
2992,48,0,1,1,1,1,1
2993,49,0,1,1,1,1,1
2994,50,0,1,1,1,1,1
2995,51,0,1,1,1,1,1
2996,52,0,1,1,1,1,1
2997,53,0,1,1,1,1,1
2998,54,0,1,1,1,1,1
2999,55,0,1,1,1,1,1
3000,56,0,1,1,1,1,1
3001,57,0,1,1,1,1,1
3002,58,0,1,1,1,1,1
3003,59,0,1,1,1,1,1
3004,60,0,1,1,1,1,1
3005,61,0,1,1,1,1,1
3006,62,0,1,1,1,1,1
3007,63,0,1,1,1,1,1
3008,64,0,1,1,1,1,1
3009,65,0,1,1,1,1,1
3010,66,0,1,1,1,1,1
3011,67,0,1,1,1,1,1
3012,68,0,1,1,1,1,1
3013,69,0,1,1,1,1,1
3014,70,0,1,1,1,1,1
3015,71,0,1,1,1,1,1
3016,72,0,1,1,1,1,1
3017,73,0,1,1,1,1,1
3018,74,0,1,1,1,1,1
3019,75,0,1,1,1,1,1
3020,76,0,1,1,1,1,1
3021,77,0,1,1,1,1,1
3022,78,0,1,1,1,1,1
3023,79,0,1,1,1,1,1
3024,80,0,1,1,1,1,1
3025,81,0,1,1,1,1,1
3026,82,0,1,1,1,1,1
3027,83,0,1,1,1,1,1
3028,84,0,1,1,1,1,1
3029,85,0,1,1,1,1,1
3030,86,0,1,1,1,1,1
3031,87,0,1,1,1,1,1
3032,88,0,1,1,1,1,1
3033,89,0,1,1,1,1,1
3034,90,0,1,1,1,1,1
3035,91,0,1,1,1,1,1
3036,92,0,1,1,1,1,1
3037,93,0,1,1,1,1,1
3038,94,0,1,1,1,1,1
3039,95,0,1,1,1,1,1
3040,96,0,1,1,1,1,1
3041,97,0,1,1,1,1,1
3042,98,0,1,1,1,1,1
3043,99,0,1,1,1,1,1
3044,100,1,1,1,1,1,1
3045,101,0,1,1,1,1,1
3046,102,0,1,1,1,1,1
3047,103,0,1,1,1,1,1
3048,104,0,1,1,1,1,1
3049,105,0,1,1,1,1,1
3050,106,0,1,1,1,1,1
3051,107,0,1,1,1,1,1
3052,108,0,1,1,1,1,1
3053,109,0,1,1,1,1,1
3054,110,0,1,1,1,1,1
3055,111,0,1,1,1,1,1
3056,112,0,1,1,1,1,1
3057,113,0,1,1,1,1,1
3058,114,0,1,1,1,1,1
3059,115,0,1,1,1,1,1
3060,116,0,1,1,1,1,1
3061,117,0,1,1,1,1,1
3062,118,0,1,1,1,1,1
3063,119,0,1,1,1,1,1
3064,120,0,1,1,1,1,1
3065,121,0,1,1,1,1,1
3066,122,0,1,1,1,1,1
3067,123,0,1,1,1,1,1
3068,124,0,1,1,1,1,1
3069,125,0,1,1,1,1,1
3070,126,0,1,1,1,1,1
3071,127,0,1,1,1,1,1
3072,0,0,1,1,1,1,1
3073,1,0,1,1,1,1,1
3074,2,0,1,1,1,1,1
3075,3,0,1,1,1,1,1
3076,4,0,1,1,1,1,1
3077,5,0,1,1,1,1,1
3078,6,0,1,1,1,1,1
3079,7,0,1,1,1,1,1
3080,8,0,1,1,1,1,1
3081,9,0,1,1,1,1,1
3082,10,0,1,1,1,1,1
3083,11,0,1,1,1,1,1
3084,12,0,1,1,1,1,1
3085,13,0,1,1,1,1,1
3086,14,0,1,1,1,1,1
3087,15,0,1,1,1,1,1
3088,16,0,1,1,1,1,1
3089,17,0,1,1,1,1,1
3090,18,0,1,1,1,1,1
3091,19,0,1,1,1,1,1
3092,20,0,1,1,1,1,1
3093,21,0,1,1,1,1,1
3094,22,0,1,1,1,1,1
3095,23,0,1,1,1,1,1
3096,24,0,1,1,1,1,1
3097,25,0,1,1,1,1,1
3098,26,0,1,1,1,1,1
3099,27,0,1,1,1,1,1
3100,28,0,1,1,1,1,1
3101,29,0,1,1,1,1,1
3102,30,0,1,1,1,1,1
3103,31,0,1,1,1,1,1
3104,32,0,1,1,1,1,1
3105,33,0,1,1,1,1,1
3106,34,0,1,1,1,1,1
3107,35,0,1,1,1,1,1
3108,36,0,1,1,1,1,1
3109,37,0,1,1,1,1,1
3110,38,0,1,1,1,1,1
3111,39,0,1,1,1,1,1
3112,40,0,1,1,1,1,1
3113,41,0,1,1,1,1,1
3114,42,0,1,1,1,1,1
3115,43,0,1,1,1,1,1
3116,44,0,1,1,1,1,1
3117,45,0,1,1,1,1,1
3118,46,0,1,1,1,1,1
3119,47,0,1,1,1,1,1
3120,48,0,1,1,1,1,1
3121,49,0,1,1,1,1,1
3122,50,0,1,1,1,1,1
3123,51,0,1,1,1,1,1
3124,52,0,1,1,1,1,1
3125,53,0,1,1,1,1,1
3126,54,0,1,1,1,1,1
3127,55,0,1,1,1,1,1
3128,56,0,1,1,1,1,1
3129,57,0,1,1,1,1,1
3130,58,0,1,1,1,1,1
3131,59,0,1,1,1,1,1
3132,60,0,1,1,1,1,1
3133,61,0,1,1,1,1,1
3134,62,0,1,1,1,1,1
3135,63,0,1,1,1,1,1
3136,64,0,1,1,1,1,1
3137,65,0,1,1,1,1,1
3138,66,0,1,1,1,1,1
3139,67,0,1,1,1,1,1
3140,68,0,1,1,1,1,1
3141,69,0,1,1,1,1,1
3142,70,0,1,1,1,1,1
3143,71,0,1,1,1,1,1
3144,72,0,1,1,1,1,1
3145,73,0,1,1,1,1,1
3146,74,0,1,1,1,1,1
3147,75,0,1,1,1,1,1
3148,76,0,1,1,1,1,1
3149,77,0,1,1,1,1,1
3150,78,0,1,1,1,1,1
3151,79,0,1,1,1,1,1
3152,80,0,1,1,1,1,1
3153,81,0,1,1,1,1,1
3154,82,0,1,1,1,1,1
3155,83,0,1,1,1,1,1
3156,84,0,1,1,1,1,1
3157,85,0,1,1,1,1,1
3158,86,0,1,1,1,1,1
3159,87,0,1,1,1,1,1
3160,88,0,1,1,1,1,1
3161,89,0,1,1,1,1,1
3162,90,0,1,1,1,1,1
3163,91,0,1,1,1,1,1
3164,92,0,1,1,1,1,1
3165,93,0,1,1,1,1,1
3166,94,0,1,1,1,1,1
3167,95,0,1,1,1,1,1
3168,96,0,1,1,1,1,1
3169,97,0,1,1,1,1,1
3170,98,0,1,1,1,1,1
3171,99,0,1,1,1,1,1
3172,100,1,1,1,1,1,1
3173,101,0,1,1,1,1,1
3174,102,0,1,1,1,1,1
3175,103,0,1,1,1,1,1
3176,104,0,1,1,1,1,1
3177,105,0,1,1,1,1,1
3178,106,0,1,1,1,1,1
3179,107,0,1,1,1,1,1
3180,108,0,1,1,1,1,1
3181,109,0,1,1,1,1,1
3182,110,0,1,1,1,1,1
3183,111,0,1,1,1,1,1
3184,112,0,1,1,1,1,1
3185,113,0,1,1,1,1,1
3186,114,0,1,1,1,1,1
3187,115,0,1,1,1,1,1
3188,116,0,1,1,1,1,1
3189,117,0,1,1,1,1,1
3190,118,0,1,1,1,1,1
3191,119,0,1,1,1,1,1
3192,120,0,1,1,1,1,1
3193,121,0,1,1,1,1,1
3194,122,0,1,1,1,1,1
3195,123,0,1,1,1,1,1
3196,124,0,1,1,1,1,1
3197,125,0,1,1,1,1,1
3198,126,0,1,1,1,1,1
3199,127,0,1,1,1,1,1
3200,0,0,1,1,1,1,1
3201,1,0,1,1,1,1,1
3202,2,0,1,1,1,1,1
3203,3,0,1,1,1,1,1
3204,4,0,1,1,1,1,1
3205,5,0,1,1,1,1,1
3206,6,0,1,1,1,1,1
3207,7,0,1,1,1,1,1
3208,8,0,1,1,1,1,1
3209,9,0,1,1,1,1,1
3210,10,0,1,1,1,1,1
3211,11,0,1,1,1,1,1
3212,12,0,1,1,1,1,1
3213,13,0,1,1,1,1,1
3214,14,0,1,1,1,1,1
3215,15,0,1,1,1,1,1
3216,16,0,1,1,1,1,1
3217,17,0,1,1,1,1,1
3218,18,0,1,1,1,1,1
3219,19,0,1,1,1,1,1
3220,20,0,1,1,1,1,1
3221,21,0,1,1,1,1,1
3222,22,0,1,1,1,1,1
3223,23,0,1,1,1,1,1
3224,24,0,1,1,1,1,1
3225,25,0,1,1,1,1,1
3226,26,0,1,1,1,1,1
3227,27,0,1,1,1,1,1
3228,28,0,1,1,1,1,1
3229,29,0,1,1,1,1,1
3230,30,0,1,1,1,1,1
3231,31,0,1,1,1,1,1
3232,32,0,1,1,1,1,1
3233,33,0,1,1,1,1,1
3234,34,0,1,1,1,1,1
3235,35,0,1,1,1,1,1
